ID,Fraud
9297,0
5164,0
4207,0
9865,0
2221,0
4293,0
2278,0
8388,0
8848,0
3581,1
7546,1
519,0
4534,1
3629,1
6500,0
9672,1
332,0
7985,0
1476,0
7833,0
4230,0
3392,0
696,0
6582,0
7871,1
1241,1
3885,0
4752,0
1107,0
5325,1
564,0
9327,0
5629,0
2667,1
2109,0
8578,0
5480,1
3253,1
9225,0
2284,0
3169,1
351,0
3622,1
9745,1
327,0
6337,1
3395,1
5975,1
354,1
8824,0
6960,1
632,0
7679,0
1957,1
3290,1
7803,0
9652,0
968,0
669,1
3143,1
1959,0
631,1
2495,1
6170,1
1521,0
7325,0
9031,0
9158,1
1212,0
8904,0
2779,0
7459,0
55,1
5963,1
2308,0
8674,0
8336,1
5735,0
7079,1
1631,0
3774,0
8143,0
7241,1
8258,1
6353,0
6096,0
5472,0
824,1
2669,0
7940,0
9178,0
6204,1
1186,0
6596,0
5119,0
1646,0
3762,1
8332,0
8818,0
7449,1
9455,1
4474,1
6139,0
1863,1
8328,1
1726,1
2011,1
8908,1
7705,0
8809,0
6714,0
8071,1
1526,1
6205,0
4050,1
5754,1
876,1
4932,1
9009,1
2487,1
9392,1
8338,1
4091,0
9665,0
6896,0
175,0
1478,1
1050,0
2126,1
3322,0
4984,0
2130,0
4759,1
9559,1
1633,1
7017,0
509,0
9877,1
2778,1
5414,1
1074,0
7548,1
4329,1
4332,0
6523,0
5925,1
4992,1
9433,0
9553,1
2422,1
1013,1
8378,1
6910,1
9018,1
6995,1
1225,1
3244,1
9136,0
4397,1
2075,1
3857,1
2105,1
3249,1
9114,0
8893,1
481,1
5135,0
4969,1
7094,0
1143,0
5938,1
6257,1
6318,1
6953,1
7875,0
4625,1
3419,1
7737,1
7567,1
3202,1
8974,1
4407,1
6447,0
2762,1
8298,0
4300,1
1386,0
1056,0
3957,0
5969,1
8992,1
7885,0
8433,1
5486,1
6434,0
9294,1
1315,0
8907,0
1267,1
5946,0
4043,1
8720,1
4805,1
3103,1
5751,0
9526,0
9384,0
289,0
5917,1
9189,1
6708,0
4017,1
9276,1
1302,0
3801,1
6237,1
7920,1
779,1
3428,1
5418,0
8453,1
2359,0
4398,1
5518,1
4343,1
4918,1
8947,1
5073,1
9334,0
5440,0
9535,0
1733,1
4789,1
7781,0
4497,1
911,1
5934,0
5780,1
5839,0
8303,1
8050,0
4664,0
1854,0
6865,0
1975,1
9338,1
1396,0
3463,0
9016,0
1318,0
8317,1
7578,1
5809,1
4010,0
1073,0
7007,1
2539,1
9788,0
4632,1
6751,0
8149,1
7228,1
7687,1
1835,0
8237,0
1794,1
2633,1
4002,1
9563,1
3760,1
5605,0
3860,1
2988,1
6683,0
7235,1
33,0
3258,1
3585,0
811,1
4077,0
9215,0
9477,0
9901,1
8352,1
3880,0
6048,0
9288,1
7892,0
6642,0
7432,0
1132,0
4544,1
7292,1
6197,1
5559,0
1828,0
4866,0
7659,1
6135,1
6222,1
6754,0
5504,1
5580,1
2892,1
1457,0
1499,1
8970,1
174,0
6561,1
1328,0
2202,1
7923,1
393,0
8623,1
8,0
1314,1
5376,1
9511,0
4812,0
5137,0
893,1
2246,1
2292,1
1118,1
4301,1
2866,1
1696,1
2047,1
32,1
3935,1
4623,1
1709,1
9769,1
3215,1
9087,0
5310,1
7009,0
7095,0
4013,1
2407,1
3670,0
746,1
9014,1
1634,1
1651,0
1336,0
9032,1
364,0
658,1
2943,1
9733,1
6175,0
2217,1
7510,1
2935,0
7312,1
1981,0
2117,0
3704,1
8097,1
1429,0
2549,0
8497,0
7479,0
7810,1
7708,1
5562,1
2569,1
5914,0
8060,0
879,0
6437,1
291,0
4820,1
24,1
8465,0
9795,1
4714,1
753,0
7145,1
3930,1
9802,1
6738,0
1542,1
708,0
8730,1
8301,0
6655,0
3484,0
9126,0
53,1
8067,1
2154,0
5399,1
5489,0
8687,0
9287,1
9729,1
913,0
9757,0
6288,0
7801,1
1772,0
1861,0
3022,0
5368,1
8675,1
9758,1
7701,0
5326,1
9,1
1730,1
299,1
6162,0
9041,1
9647,1
6767,0
739,1
3605,0
3343,1
3979,1
3642,0
6403,1
1566,1
4888,1
3414,0
5139,1
1410,0
6433,1
2365,1
8595,1
8750,0
5651,0
9003,1
8201,1
7225,1
5818,1
8020,0
4172,0
4404,0
6860,1
3149,1
6600,1
8224,0
2982,1
1717,1
5142,1
7125,1
3018,1
9527,0
3821,0
9275,0
6992,1
2729,1
5788,1
6619,0
323,1
1200,1
6613,0
7176,1
8028,0
7993,1
7329,0
5694,1
1844,1
2209,1
3181,1
6352,0
7754,1
9223,0
5436,1
8260,1
2348,0
5564,1
2698,1
1607,1
8886,1
118,0
877,0
9612,0
7222,0
6493,0
282,1
502,0
3490,1
468,1
1821,1
7050,1
17,0
6792,0
655,1
8671,1
8039,0
5321,1
1295,0
1742,1
241,1
3964,1
8825,0
1264,1
7611,0
2899,0
8081,0
1616,0
7995,0
7457,1
7001,0
8127,1
4135,1
4933,1
155,1
249,1
4222,0
5265,0
9057,0
2226,1
3571,1
6812,1
3200,1
3485,1
8162,0
333,0
9642,1
9716,1
8403,1
6402,1
5911,1
4380,0
507,0
9895,0
7558,1
7099,1
3606,1
6103,1
3116,0
3918,1
5379,0
2383,0
4619,0
7740,1
1421,1
3914,0
1927,1
7785,0
9486,1
1630,0
8865,1
4006,1
6330,1
5858,1
1704,1
2747,0
1226,0
3373,0
9808,0
8934,1
4096,0
2475,0
5523,0
1599,1
8611,0
1032,0
7965,1
9986,1
3115,1
9083,0
780,0
4739,1
5200,0
4429,0
4907,0
941,0
1974,1
3942,1
1862,1
5111,0
6158,0
7237,0
8103,1
8710,0
6526,1
9271,1
5333,1
1184,0
2929,0
7305,1
31,1
8754,1
2188,0
6163,1
581,1
5884,0
7117,0
8444,1
5223,1
8080,0
2621,0
3334,1
2050,1
1349,0
2901,0
3941,0
9073,1
7223,1
5404,1
3377,1
8447,1
2293,1
6725,1
7814,1
67,0
1899,1
6476,0
7786,0
9500,0
738,0
7012,1
5386,1
5051,1
9959,1
9263,0
8588,1
9587,1
7154,0
2588,0
1979,1
643,1
5286,0
2369,1
1586,0
2244,0
7411,1
9017,1
3305,1
7101,0
5977,1
128,0
2084,1
8528,1
6450,1
455,0
636,0
7425,1
6463,1
6185,1
1837,1
6794,1
1946,0
4138,0
4310,0
6602,1
5228,0
8643,0
5929,0
8919,1
9685,0
7438,1
701,1
5132,0
5290,0
4804,0
4423,0
9513,1
4039,1
1196,1
5071,1
8717,0
9461,1
262,1
4856,0
6071,1
4051,1
730,0
946,1
9394,1
1408,0
9909,1
2180,0
3129,0
9629,1
1912,0
1514,0
1875,0
2765,0
1558,1
3067,0
4800,0
8706,1
1964,1
2573,1
5126,0
7,1
9584,1
7055,1
5721,0
6069,1
8615,1
7771,0
9807,1
1943,0
4406,1
6323,1
5141,1
2371,1
3042,1
6134,1
3131,1
4777,1
2770,0
2700,1
3925,1
2272,0
480,1
3734,1
4019,0
9328,0
9318,1
7691,0
1691,1
3171,1
1368,0
1673,0
5219,1
6941,1
6377,1
2596,1
6442,1
9894,1
6645,1
9055,1
2459,0
6230,0
7874,1
8765,1
6931,0
3787,1
531,1
5967,0
9300,1
5171,0
5575,0
1860,1
9870,1
4741,0
8744,1
5558,0
6586,0
6709,0
4906,1
1465,0
3122,0
9972,0
4355,1
1321,1
990,0
9906,1
5298,0
5844,1
4695,1
762,1
5756,0
6383,0
8425,1
1639,0
3630,1
8270,1
8401,1
5550,1
9129,1
3653,1
5502,1
1309,1
6952,1
3056,1
4913,1
7190,0
610,0
2605,1
4320,1
562,0
1393,0
4094,1
4224,1
4539,1
1914,1
5776,0
9429,1
6597,0
1204,1
1786,1
8691,1
6435,1
8625,0
4961,0
1524,1
3329,1
8939,1
5278,1
9768,1
7759,1
3962,1
6823,1
7883,1
4845,1
7900,1
9534,0
7593,1
392,0
7916,0
5402,0
2141,1
3482,1
8566,0
1992,1
4648,1
242,0
5854,0
8372,0
36,1
4434,0
246,1
6291,0
6537,0
6553,1
1831,0
7397,0
7573,0
5915,0
699,0
8041,0
4987,0
8841,0
6283,0
6063,0
1203,1
2681,0
2639,0
6831,0
2488,0
7038,1
5889,0
6355,0
8879,0
1688,1
1102,1
4928,0
8415,0
2277,1
725,1
5633,0
1529,0
9845,1
9100,1
2287,1
3726,0
9973,1
1905,1
9476,0
9039,0
6942,1
3946,0
1063,1
1398,1
2168,1
2460,1
8117,1
9023,0
1950,0
298,1
569,1
937,1
472,1
3974,0
4688,1
1443,0
2125,0
9965,1
5435,1
904,1
5861,1
8086,1
8344,1
8313,1
3756,1
2261,1
2515,0
748,1
4271,0
664,1
6395,0
2618,1
1009,1
436,1
4273,1
6737,0
5156,0
1039,0
2481,0
482,0
5766,1
5611,1
1303,0
7032,0
2704,1
6733,0
2447,1
1024,1
8448,1
3621,1
6542,1
3502,0
7129,0
6532,1
2010,1
3921,0
5888,1
5921,0
1136,1
6549,0
6801,0
124,1
7207,1
5320,0
4144,0
3677,1
3769,0
4786,0
8435,1
4479,0
3401,1
6693,0
6187,0
6557,1
3944,1
1528,0
5752,0
7562,1
7816,0
8586,1
7106,1
7899,0
5461,0
6945,0
9890,1
9260,1
6722,0
6372,1
1237,1
7890,0
4702,1
1210,0
7151,1
9541,1
906,0
3370,0
2645,0
2908,1
4142,0
3085,0
7483,0
7333,0
5266,1
5823,1
6798,1
6028,1
4057,1
3209,1
2250,1
3060,1
9918,0
4644,1
5657,1
7954,1
4587,0
2192,0
9309,0
9084,0
5587,0
9932,0
4490,1
6294,0
1394,1
1027,0
5469,0
7081,0
8314,0
9374,0
4087,1
5747,1
7566,1
2118,0
2565,0
9134,0
2385,0
4461,1
5256,1
4113,0
9982,0
2402,1
1645,1
5618,0
6753,1
2555,1
8932,0
3046,0
2842,0
1734,0
1929,0
4583,1
1183,1
9920,1
9971,1
2104,1
5395,1
9161,0
3038,1
9660,1
5764,0
2102,1
8836,1
8884,1
5639,0
9333,1
3522,0
5260,1
8961,0
8757,1
8198,1
6046,0
1222,1
8725,1
588,0
7386,0
7071,0
7963,0
1810,0
6365,0
7552,0
7662,1
3940,1
3527,0
7435,0
3436,0
6422,0
7760,1
2207,1
898,1
1202,1
6787,1
9710,0
1276,0
1791,1
3817,1
145,1
2756,1
4112,0
5313,1
1895,1
6120,0
8076,1
6016,0
5891,1
4111,1
5636,1
1907,1
2016,1
288,1
9015,0
7407,1
1437,0
929,0
3125,1
9967,1
8320,0
1898,0
7549,0
9499,1
7987,0
5856,0
7537,1
7195,1
7031,1
2564,1
9770,0
9108,0
9133,0
4328,1
2051,1
4131,1
8788,1
4723,1
807,0
5853,1
5678,0
3444,0
7230,1
1958,1
1972,0
6511,0
1577,1
3317,1
9033,1
1758,0
1702,0
4009,1
794,1
3799,1
7522,1
6748,1
5846,1
5261,0
6927,1
1025,1
5935,1
874,1
3640,0
8057,0
4254,0
8408,1
4220,1
2450,0
8452,1
9590,0
3070,1
7669,1
7187,0
4335,1
4318,0
7783,0
9540,1
8815,1
6884,1
6118,0
7921,1
2826,0
7732,1
2919,1
3804,1
8483,1
8504,0
276,0
1327,0
4910,1
7143,0
2719,0
2642,1
5280,1
6140,0
2476,0
412,1
7723,0
8145,1
2023,0
4133,0
4654,1
1856,1
555,1
8405,1
456,0
7532,1
6302,0
9781,1
8467,1
7718,0
9256,1
8620,1
3963,1
493,1
6368,1
9946,1
9887,1
529,0
3302,0
1409,1
8307,1
6628,1
8302,1
3306,0
6862,1
6686,1
2074,1
4152,0
5546,0
8550,0
3456,1
3287,0
4744,1
5103,0
2409,0
2257,1
7314,1
2538,1
1092,1
9536,1
1722,1
2140,1
4323,1
2017,1
6639,0
3418,0
772,1
6209,0
3665,0
6913,1
5340,1
1883,0
9258,1
4076,0
1128,0
1843,0
9923,1
405,1
6741,1
257,0
9157,1
5584,0
3407,0
4183,1
2644,1
5247,1
9610,1
3230,1
2948,0
9228,0
2037,1
7217,0
8685,1
9324,1
8883,1
2954,1
4903,0
3460,1
2975,1
974,1
5909,0
2035,0
2183,0
8975,1
4876,1
2128,0
7523,1
8207,0
6258,1
3183,1
3678,0
7022,1
7509,0
6508,0
4763,1
6000,0
3922,0
5668,1
5296,1
3051,1
6531,1
657,0
1788,0
331,1
5215,1
706,0
2963,1
8043,1
802,1
1006,1
7800,0
5621,0
7977,0
8758,0
4870,1
7051,1
3341,1
5655,1
4980,1
3896,0
7430,0
4781,0
5273,0
1803,1
7426,1
6040,1
5484,1
3961,1
5706,1
5020,1
1833,0
306,1
8800,1
1077,0
252,0
8243,1
1976,0
4758,1
204,1
6023,0
1407,1
8141,1
2396,1
9684,1
6914,0
5491,0
4099,0
7199,1
8370,0
3316,1
2862,1
8439,1
2325,0
1940,1
7612,1
9088,1
4276,1
8239,0
7700,1
7526,0
2895,1
975,1
2956,0
8743,0
1353,0
491,1
8451,0
300,0
4952,0
5162,1
5874,1
2594,1
4164,0
4547,0
7727,1
3547,1
5439,0
7511,1
5534,1
5778,0
6265,1
878,0
4452,1
7645,0
1578,1
1720,1
3627,1
4840,1
1588,1
9724,1
3049,1
4435,1
9859,1
3437,0
3659,0
5781,0
673,1
6216,0
208,0
4298,1
6399,0
1479,1
9574,0
6889,0
4322,1
4772,0
9718,1
2915,1
8567,1
3742,1
6313,0
7388,1
6107,1
222,0
5680,1
8726,0
7930,1
2524,1
2718,0
9145,1
1388,0
8369,1
8536,1
7197,0
8986,1
3479,0
1036,0
9719,1
5033,0
5864,0
3355,1
6843,1
1945,1
4048,1
6963,1
1500,1
9169,0
3574,0
2814,0
5548,0
965,1
2641,1
9700,1
895,0
7928,1
2100,0
7620,1
760,0
1706,1
3595,1
7093,0
9154,0
7087,1
2136,0
3682,0
3869,0
4813,1
3257,1
1026,0
7172,0
546,1
8013,1
6148,1
9107,0
8236,0
9804,1
6713,0
271,0
7846,1
4321,1
9028,0
6987,1
8180,0
9326,0
5034,1
7601,1
5667,0
6196,1
3784,1
8289,0
5885,1
5545,1
4762,0
2471,1
7887,0
1106,1
5279,1
2813,1
1813,1
3870,1
6720,0
5956,0
5086,0
3236,0
560,1
7529,1
1619,1
4998,1
92,1
1523,0
1306,0
9931,1
1867,0
7041,0
2362,0
9829,1
5398,0
2394,1
9413,1
2547,0
556,0
4193,1
244,0
2214,1
6718,0
1469,0
6338,1
3882,0
2361,1
4450,0
5702,1
1693,0
442,1
9589,0
3685,0
8966,0
1261,0
9313,0
3007,0
5369,0
7149,0
6773,0
9528,0
790,1
4995,1
